uid, name, line_name, lat, lng, area
304, 大郊亭, 地铁7号线, 39.8918466468548, 116.48213747812761, 朝阳区
305, 百子湾, 地铁7号线, 39.89133955315686, 116.49168820917029, 朝阳区
306, 化工, 地铁7号线, 39.88599531811011, 116.49766742228427, 朝阳区
307, 南楼梓庄, 地铁7号线, 39.87337287852218, 116.49536414298625, 朝阳区
308, 欢乐谷景区, 地铁7号线, 39.86551501914508, 116.49346244479648, 朝阳区
309, 垡头, 地铁7号线, 39.8596780691077, 116.50586034388712, 朝阳区
310, 双合, 地铁7号线, 39.85858551953389, 116.52075898257335, 朝阳区
311, 焦化厂, 地铁7号线, 39.854348772823144, 116.53132291034962, 朝阳区
638, 北安河, 地铁16号线, 40.066477143675996, 116.12403423223833, 海淀区
639, 温阳路, 地铁16号线, 40.067213294998346, 116.15522840740931, 海淀区
640, 稻香湖路, 地铁16号线, 40.067474656912594, 116.18212262576263, 海淀区
641, 屯佃, 地铁16号线, 40.067207183405436, 116.20974807480924, 海淀区
642, 永丰, 地铁16号线, 40.070679855905915, 116.2323843653704, 海淀区
643, 永丰南, 地铁16号线, 40.064485113276625, 116.24206226746094, 海淀区
644, 西北旺, 地铁16号线, 40.04794565675044, 116.25159690673037, 海淀区
645, 马连洼, 地铁16号线, 40.03121778579423, 116.26683163955713, 海淀区
646, 农大南路, 地铁16号线, 40.02023682908649, 116.27626286755482, 海淀区
647, 西苑, 地铁16号线, 39.99735409699485, 116.28536515266137, 海淀区
748, 巴沟, 地铁西郊线, 39.97313729247411, 116.28569618454857, 海淀区
749, 颐和园西门, 地铁西郊线, 39.98437562319875, 116.25723620855874, 海淀区
750, 茶棚, 地铁西郊线, 39.98082080872073, 116.24204154480542, 海淀区
751, 万安, 地铁西郊线, 39.982953610513704, 116.22571320765341, 海淀区
752, 植物园, 地铁西郊线, 39.99232546732693, 116.20968393550146, 海淀区
753, 香山, 地铁西郊线, 39.992801330508975, 116.19841059163016, 海淀区
760, 阎村东, 地铁燕房线, 39.72763982856755, 116.09407294102883, 房山区
761, 紫草坞, 地铁燕房线, 39.72315268127246, 116.08037758346786, 房山区
762, 阎村, 地铁燕房线, 39.71533933275192, 116.07393930996822, 房山区
763, 星城, 地铁燕房线, 39.71223153250682, 116.05505323018471, 房山区
764, 大石河东, 地铁燕房线, 39.70846392078974, 116.03348210757107, 房山区
765, 马各庄, 地铁燕房线, 39.70379826295691, 116.01044688380766, 房山区
766, 饶乐府, 地铁燕房线, 39.700207514318635, 115.99997384719154, 房山区
767, 房山城关, 地铁燕房线, 39.70483176695028, 115.98359779219236, 房山区
768, 燕山, 地铁燕房线, 39.71854117191367, 115.9673551514516, 房山区
655, 石厂, 地铁S1线, 39.88808547825558, 116.09402405792237, 门头沟区
656, 小园, 地铁S1线, 39.88901449788717, 116.10809689664555, 门头沟区
657, 栗园庄, 地铁S1线, 39.89450494855304, 116.11698667620732, 门头沟区
658, 上岸, 地铁S1线, 39.9038944726824, 116.11587328146017, 门头沟区
659, 桥户营, 地铁S1线, 39.91105336473203, 116.11946318438729, 门头沟区
660, 四道桥, 地铁S1线, 39.9146815223283, 116.12761698323382, 门头沟区
661, 金安桥, 地铁S1线, 39.92200387744141, 116.15646556792512, 石景山区
320, 珠市口, 地铁8号线南段, 39.889584445684754, 116.39217844218949, 西城区
321, 天桥, 地铁8号线南段, 39.88113493785624, 116.39261116465498, 西城区
322, 永定门外, 地铁8号线南段, 39.865025696991125, 116.39335142420518, 东城区
323, 木樨园, 地铁8号线南段, 39.85777379315591, 116.39371084257422, 东城区
324, 海户屯, 地铁8号线南段, 39.85051082610282, 116.39408453687403, 丰台区
325, 大红门南, 地铁8号线南段, 39.83487815009283, 116.39484197816134, 丰台区
326, 和义, 地铁8号线南段, 39.81364710069216, 116.39589599174299, 丰台区
327, 东高地, 地铁8号线南段, 39.80373363212079, 116.40308137292756, 丰台区
328, 火箭万源, 地铁8号线南段, 39.797822903967464, 116.4124937159754, 丰台区
329, 五福堂, 地铁8号线南段, 39.783923526578356, 116.41748830063428, 大兴区
330, 德茂, 地铁8号线南段, 39.77114996542397, 116.43550105485296, 大兴区
331, 瀛海, 地铁8号线南段, 39.759523521722855, 116.44287191453625, 大兴区
